RideID,SenderMemberID,ReceiverMemberID,Rating,RatingComment,RatedAt
9e1bc7fd-a916-4453-a378-017a0e304316,28498454,28498441,4.3,"Ride was fine, nothing to complain about.",2026-02-15 01:24:17
9e1bc7fd-a916-4453-a378-017a0e304316,28498458,28498459,4.0,Driver was punctual and polite.,2026-02-15 01:24:17
9e1bc7fd-a916-4453-a378-017a0e304316,28498460,28498467,3.1,Clean car and comfortable journey.,2026-02-15 01:24:17
a8749424-ac53-4119-9b95-6d621d37d052,28498440,28498463,4.7,"Ride was fine, nothing to complain about.",2026-02-15 01:24:17
a8749424-ac53-4119-9b95-6d621d37d052,28498447,28498448,4.4,"Enjoyed the ride, thank you!",2026-02-15 01:24:17
a8749424-ac53-4119-9b95-6d621d37d052,28498463,28498460,3.1,Good communication and coordination.,2026-02-15 01:24:17
b3b7e197-41bd-442c-b30e-94d2ed874009,28498439,28498459,4.2,"Enjoyed the ride, thank you!",2026-02-15 01:24:17
b3b7e197-41bd-442c-b30e-94d2ed874009,28498442,28498461,4.6,"Enjoyed the ride, thank you!",2026-02-15 01:24:17
b3b7e197-41bd-442c-b30e-94d2ed874009,28498456,28498444,3.3,Friendly and cooperative member.,2026-02-15 01:24:17
b539a100-4699-41d7-bc48-892b1d89bad2,28498444,28498463,4.0,Nice experience overall.,2026-02-15 01:24:17
b539a100-4699-41d7-bc48-892b1d89bad2,28498454,28498438,4.8,Clean car and comfortable journey.,2026-02-15 01:24:17
b539a100-4699-41d7-bc48-892b1d89bad2,28498454,28498447,3.5,Nice experience overall.,2026-02-15 01:24:17
bda24468-ca06-4713-988e-2f9e2cdaa500,28498450,28498448,4.4,Friendly and cooperative member.,2026-02-15 01:24:17
bda24468-ca06-4713-988e-2f9e2cdaa500,28498458,28498457,3.2,"Great ride, very smooth!",2026-02-15 01:24:17
bda24468-ca06-4713-988e-2f9e2cdaa500,28498466,28498464,4.8,"Great ride, very smooth!",2026-02-15 01:24:17
cf56023f-de0e-4c63-9db6-bbbd554d452b,28498447,28498448,3.4,"Comfortable ride, would recommend.",2026-02-15 01:24:17
cf56023f-de0e-4c63-9db6-bbbd554d452b,28498450,28498447,4.9,"Pleasant trip, no issues.",2026-02-15 01:24:17
cf56023f-de0e-4c63-9db6-bbbd554d452b,28498467,28498464,3.2,Nice experience overall.,2026-02-15 01:24:17
cf97d981-4613-4bac-971e-e6865052db20,28498445,28498449,4.8,Clean car and comfortable journey.,2026-02-15 01:24:17
cf97d981-4613-4bac-971e-e6865052db20,28498448,28498440,3.0,"Ride was fine, nothing to complain about.",2026-02-15 01:24:17
cf97d981-4613-4bac-971e-e6865052db20,28498466,28498461,5.0,Good communication and coordination.,2026-02-15 01:24:17
d0f95a70-14c5-4c70-914b-b12771c1098a,28498457,28498441,3.5,Nice experience overall.,2026-02-15 01:24:17
d0f95a70-14c5-4c70-914b-b12771c1098a,28498458,28498465,4.5,Clean car and comfortable journey.,2026-02-15 01:24:17
d0f95a70-14c5-4c70-914b-b12771c1098a,28498467,28498464,4.9,Driver was punctual and polite.,2026-02-15 01:24:17
ded92a7a-cb50-4381-8926-2be10b4c45ca,28498451,28498465,3.6,Good communication and coordination.,2026-02-15 01:24:17
ded92a7a-cb50-4381-8926-2be10b4c45ca,28498456,28498444,3.4,Nice experience overall.,2026-02-15 01:24:17
ded92a7a-cb50-4381-8926-2be10b4c45ca,28498458,28498448,4.3,"Enjoyed the ride, thank you!",2026-02-15 01:24:17
e4006a76-2154-4b20-ab75-7e2e8184c837,28498443,28498461,3.3,Nice experience overall.,2026-02-15 01:24:17
e4006a76-2154-4b20-ab75-7e2e8184c837,28498459,28498444,3.6,Nice experience overall.,2026-02-15 01:24:17
e4006a76-2154-4b20-ab75-7e2e8184c837,28498460,28498452,4.5,"Ride was fine, nothing to complain about.",2026-02-15 01:24:17
e50d3163-58e1-4708-a621-efafef1425d6,28498455,28498458,4.7,"Pleasant trip, no issues.",2026-02-15 01:24:17
e50d3163-58e1-4708-a621-efafef1425d6,28498457,28498465,4.1,"Comfortable ride, would recommend.",2026-02-15 01:24:17
e50d3163-58e1-4708-a621-efafef1425d6,28498462,28498448,4.4,Clean car and comfortable journey.,2026-02-15 01:24:17
e83d295e-e4ef-48f1-aca2-ae62debe3381,28498444,28498442,4.3,"Enjoyed the ride, thank you!",2026-02-15 01:24:17
e83d295e-e4ef-48f1-aca2-ae62debe3381,28498458,28498441,4.7,"Comfortable ride, would recommend.",2026-02-15 01:24:17
e83d295e-e4ef-48f1-aca2-ae62debe3381,28498459,28498464,3.9,"Pleasant trip, no issues.",2026-02-15 01:24:17
e98af64b-0dd8-4ae5-90db-063445fb203a,28498445,28498442,4.8,"Ride was fine, nothing to complain about.",2026-02-15 01:24:17
e98af64b-0dd8-4ae5-90db-063445fb203a,28498445,28498450,4.5,Friendly and cooperative member.,2026-02-15 01:24:17
e98af64b-0dd8-4ae5-90db-063445fb203a,28498456,28498454,4.7,"Great ride, very smooth!",2026-02-15 01:24:17
f45f8311-e93f-4eba-b0a1-caa4ca41f858,28498443,28498452,3.9,Clean car and comfortable journey.,2026-02-15 01:24:17
f45f8311-e93f-4eba-b0a1-caa4ca41f858,28498448,28498458,4.1,Good communication and coordination.,2026-02-15 01:24:17
f45f8311-e93f-4eba-b0a1-caa4ca41f858,28498456,28498465,4.9,Good communication and coordination.,2026-02-15 01:24:17
